,名称,住所,電話番号,緯度,経度,種別
1512,菅廟種梅碑　明治35年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1513,芭蕉句碑　絢堂素丸書,東京都江東区亀戸3-34-2,(03)3681-2620,35.705622,139.819415,江東区登録文化財
1514,冬嶺・市町句碑,東京都江東区亀戸3-34-2,(03)3681-2620,35.705622,139.819415,江東区登録文化財
1515,百寿句碑,東京都江東区亀戸3-34-2,(03)3681-2620,35.705622,139.819415,江東区登録文化財
1516,螺舎一堂句碑,東京都江東区亀戸3-34-2,(03)3681-2620,35.705622,139.819415,江東区登録文化財
1517,天祖神社社号標石　大正５年在銘,東京都江東区亀戸3-38-35,(03)3681-3042,35.706504,139.820913,江東区登録文化財
1518,境内社太郎稲荷神社社号標石　昭和18年在銘,東京都江東区亀戸3-38-35,(03)3681-3042,35.706504,139.820913,江東区登録文化財
1519,琴臺東條先生之碑,東京都江東区亀戸3-38-35,(03)3681-3042,35.706504,139.820913,江東区登録文化財
1520,六字名号供養塔　伝祐天書,東京都江東区亀戸3-39　境橋橋台地,,35.706022,139.823649,江東区登録文化財
1521,松植紀年之碑　大正５年在銘,東京都江東区亀戸3-42-1,,35.704178,139.822582,江東区登録文化財
1522,市場通笑碑,東京都江東区亀戸3-42-1,,35.704178,139.822582,江東区登録文化財
1523,延命地蔵尊碑　文久３年在銘,東京都江東区亀戸3-42-1,,35.704178,139.822582,江東区登録文化財
1524,古筆了意翁之碑,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
1525,松本魯山歌碑,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
1526,徳本講碑　明治９年在銘,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
1527,燈籠（残欠）　応永28年在銘,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
1528,大杉殿扁額　佐々木文山書,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1529,棟札　4枚,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1530,亀戸惣鎮守葛飾神社号標石　文政７年在銘,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1531,狛犬（残欠）　文化２年在銘,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1532,亀戸水神森由来碑　昭和13年在銘,東京都江東区亀戸4-11-19,,35.701104,139.831522,江東区登録文化財
1533,是心軒一露居士碑　明治32年在銘,東京都江東区亀戸4-24-1　,(03)3681-8213,35.703227,139.826243,江東区登録文化財
1534,初代市村竹之丞寿塔,東京都江東区亀戸6-35-23,,35.694477,139.830385,江東区登録文化財
1535,歴代市村羽左衛門供養塔,東京都江東区亀戸6-35-23,,35.694477,139.830385,江東区登録文化財
1536,たのみの辞碑,東京都江東区亀戸9-15-1　区立亀戸浅間公園内,(03)3647-9819,35.695935,35.695935,江東区登録文化財
1537,石段親柱　附拓本６枚　昭和29年７月７日採拓,東京都江東区亀戸9-15-1　区立亀戸浅間公園内,(03)3647-9819,35.695935,35.695935,江東区登録文化財
1538,新築木材一式奉納碑　明治11年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1539,敷石及修繕費奉納碑　大正５年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1540,修庭記碑　大正８年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1541,紀念碑建設費奉納碑　大正８年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1542,女木塚碑　其日庵社中造立,東京都江東区大島5-39-26,(03)3684-4749,35.686392,139.836618,江東区登録文化財
1543,大先達加藤忠治之碑,東京都江東区大島8-38-32,(03)3681-8848,35.687008,139.842813,江東区登録文化財
1544,丸不二講先達五十年記念碑　明治28年在銘,東京都江東区大島8-38-32,(03)3681-8848,35.687008,139.842813,江東区登録文化財
1545,燈籠（残欠）　織田長好奉納　一対,東京都江東区北砂2-1-37,(03)3644-1445,35.677564,139.826635,江東区登録文化財
1546,題目曼荼羅　日遠書,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1547,題目曼荼羅　日明書,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1548,題目曼荼羅　日淳書,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1549,題目曼荼羅　日淳書,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1550,題目曼荼羅　日領書（版摺）,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1551,一遍首題　日領書（版摺）,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1552,西誉蓮入入定墳の碑,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1553,大正六年海嘯横死者供養塔,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1554,旧極楽寺無縁塔,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1555,大勧進恵月院秀円上人供養塔　文政３年在銘,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1556,大正６年10月海嘯横死者各霊位名簿,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1557,弘法大師道敷石寄附紀念碑　明治38年在銘,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1558,題目曼荼羅　日修書,東京都江東区東砂1-4-6,(03)3644-7835,35.683128,139.840652,江東区登録文化財
1559,元神明碑,東京都江東区東砂4-2-18                                      ,,35.677108,35.677108,江東区登録文化財
1560,敷石二十四枚奉納碑　大正３年在銘,東京都江東区東砂4-2-18                                      ,,35.677108,35.677108,江東区登録文化財
1561,鳥居台石　天保10年在銘,東京都江東区東砂5-4-10 ,,35.676503,139.840635,江東区登録文化財
1562,四十町講中碑　明治33年在銘,東京都江東区東砂6-13-4,,35.673175,139.840955,江東区登録文化財
1563,石造燈籠　元禄14年・文政12年在銘　一対,東京都江東区東砂6-13-4,,35.673175,139.840955,江東区登録文化財
1564,砂村波除地蔵由来碑,東京都江東区南砂2-23-9                                       ,,35.673921,139.825388,江東区登録文化財
1565,芭蕉句碑　小柴暉雄書,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1566,五明橋石文句碑,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1567,富岡八幡宮扁額　明治４年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1568,御影敷石百参拾枚奉納碑,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1569,浅間神社修築記念碑　明治30年在銘,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1570,富賀岡八幡宮大幟　三井親和書,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区指定文化財
1571,美辰・その女歌碑,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1572,染織（無地染）,東京都江東区清澄2,,,,江東区登録文化財
1573,簾製作,東京都江東区新大橋1　,,,,江東区指定文化財
1574,相撲呼出し裁着袴製作,東京都江東区新大橋3,,,,江東区指定文化財
1575,染織（紋章上絵）,東京都江東区新大橋3　,,,,江東区登録文化財
1576,提燈製作,東京都江東区森下2　　　　　　　　　　　　　　　　　　　　　,,,,江東区登録文化財
1577,染色補正,東京都江東区森下3　　　　　　　　　　　　　　　　　　　　　　,,,,江東区登録文化財
1578,染織（紋章上絵）,東京都江東区森下3　　　　　　　　　　　　　　　　　　　　　　,,,,江東区登録文化財
1579,象牙細工（三味線駒）,東京都江東区森下4　　　　　　　　　　　　　　　　　　　　　　,,,,江東区登録文化財
1580,木工（建具）,東京都江東区三好2　　　　　　　　　　　　　　　　　　　　　　,,,,江東区登録文化財
1581,縫紋,東京都江東区白河1　　　　,,,,江東区登録文化財
1582,金工（鍛金）,東京都江東区高橋　,,,,江東区登録文化財
1583,木工（箱風呂）,東京都江東区福住1　　,,,,江東区登録文化財
1584,帯製作,東京都江東区深川2　　,,,,江東区登録文化財
1585,刺繍（化粧廻し）,東京都江東区牡丹1　,,,,江東区登録文化財
1586,金工（刀剣研磨）,東京都江東区古石場1　,,,,江東区登録文化財
1587,木工（襖榾）,東京都江東区塩浜2,,,,江東区登録文化財
1588,船大工,東京都江東区潮見2,,,,江東区登録文化財
1589,木工（彫刻）,東京都江東区石島　　　,,,,江東区登録文化財
1590,木工（襖榾・襖椽）,東京都江東区石島　　　,,,,江東区登録文化財
1591,漆芸,東京都江東区石島　　　,,,,江東区指定文化財
1592,ガラス工（江戸切子）,東京都江東区猿江2　　,,,,江東区登録文化財
1593,表具,東京都江東区木場5　　　,,,,江東区登録文化財
1594,表具,東京都江東区木場5　　　,,,,江東区登録文化財
1595,木工（指物）,東京都江東区東陽1　,,,,江東区指定文化財
1596,金工（鳶口）,東京都江東区東陽7　,,,,江東区登録文化財
1597,亀戸天神鷽製作,東京都江東区亀戸3-6-1　　,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1598,べっ甲細工,東京都江東区亀戸3　,,,,江東区登録文化財
1599,庖丁製作,東京都江東区亀戸7　,,,,江東区登録文化財
1600,手描友禅,東京都江東区亀戸7　,,,,江東区指定文化財
1601,染織（更紗染）,東京都江東区大島6　　,,,,江東区指定文化財
1602,染織（更紗染）,東京都江東区大島6　　,,,,江東区指定文化財
1603,人形頭製作,東京都江東区北砂5　　,,,,江東区登録文化財
1604,木工（襖椽）,東京都江東区東砂4　　,,,,江東区登録文化財
1605,カンナ製作,東京都江東区東砂7　　,,,,江東区登録文化財
1606,あめ細工,東京都江東区東砂2　　,,,,江東区指定文化財
1607,阿弥陀供養塔　延宝７年在銘,東京都江東区清澄3-3-9,(03)3641-5892,35.680699,139.797736,江東区登録文化財
1608,庚申塔　文化12年在銘,東京都江東区清澄3-3-9,(03)3641-5892,35.680699,139.797736,江東区登録文化財
1609,庚申塔　寛文10年在銘,東京都江東区清澄3-3-9,(03)3641-5892,35.680699,139.797736,江東区登録文化財
1610,馬頭観音供養塔　安永３年在銘,東京都江東区清澄3-3-9,(03)3641-5892,35.680699,139.797736,江東区登録文化財
1611,水盤　昭和11年在銘,東京都江東区新大橋3-1-4,,35.686457,139.795331,江東区登録文化財
1612,庚申塔群,東京都江東区森下1-3-17,(03)3631-5548,35.686682,139.797309,江東区登録文化財
1613,力石,東京都江東区森下1-3-17,(03)3631-5548,35.686682,139.797309,江東区登録文化財
1614,大黒天像,東京都江東区平野1-13-6,(03)3641-0491,35.678578,139.800937,江東区登録文化財
1615,上行菩薩立像,東京都江東区平野2-3-4　,,35.678011,139.801177,江東区登録文化財
1616,水盤　弘化２年在銘,東京都江東区平野2-3-4,,35.678011,139.801177,江東区登録文化財
1617,菩薩供養塔　貞享３年在銘,東京都江東区平野2-4-7,,,,江東区登録文化財
1618,法華経供養塔,東京都江東区平野2-4-7,,,,江東区登録文化財
1619,水盤,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1620,法華経供養塔,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1621,法華経供養塔　日本橋講中奉納,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1622,法華経供養塔　西川佐助他奉納,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1623,法華経供養塔　天保２年在銘,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1624,法華経供養塔　明治14年在銘,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1625,幟旗台　明治32年在銘　一対,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1626,百度石　昭和８年在銘,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1627,力石,東京都江東区三好1-6-3 ,(03)3641-5848,35.680705,139.800321,江東区登録文化財
1628,水盤,東京都江東区三好1-6-3 ,(03)3641-5848,35.680705,139.800321,江東区登録文化財
1629,水盤,東京都江東区三好1-6-3 ,(03)3641-5848,35.680705,139.800321,江東区登録文化財
1630,水盤　小倉藩宮本源兵衛興根奉納,東京都江東区三好1-7-7,,35.680547,139.799813,江東区登録文化財
1631,阿弥陀供養塔,東京都江東区三好2-7-2,,35.679958,139.803315,江東区登録文化財
1632,地蔵供養塔　寛永20年在銘,東京都江東区三好2-11,,,,江東区登録文化財
1633,弁財天,東京都江東区三好2-17-14,(03)3641-0591,35.680513,139.803357,江東区登録文化財
1634,九品来迎引接石　寛永３年在銘,東京都江東区白河1-1-8,,35.681011,139.799252,江東区登録文化財
1635,三界万霊塔　高橋旅館組合建立,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1636,水盤　享保13年在銘,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1637,水盤,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1638,水盤,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1639,水盤,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1640,水盤　安政６年在銘,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1641,水盤,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1642,三界万霊塔　小梅業平町宿屋組合建立,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1643,帝釈天像,東京都江東区高橋,,,,江東区登録文化財
1644,天水桶　明治19年在銘　一対,東京都江東区佐賀2-4-8,,35.678881,139.791135,江東区登録文化財
1645,力石　６個,東京都江東区佐賀2-4-8,,35.678881,139.791135,江東区登録文化財
1646,観音供養塔　寛文９年在銘,東京都江東区永代1-8-8 ,(03)3641-1842,35.674289,139.789584,江東区登録文化財
1647,力石　10個,東京都江東区永代1-14-14,,35.675916,139.791438,江東区登録文化財
1648,力石　10個,東京都江東区永代2-37,,35.674928,139.792401,江東区登録文化財
1649,水盤　文久３年在銘,東京都江東区福住1-4-12,,35.675826,139.792954,江東区登録文化財
1650,薬師供養塔,東京都江東区深川2-15-20,,35.675496,139.797474,江東区登録文化財
1651,水盤　文政５年在銘,東京都江東区深川2-16-27　,(03)3641-1580,35.675272,139.796474,江東区登録文化財
1652,篤行神碑　宝永５年在銘,東京都江東区深川2-16-27　,(03)3641-1580,35.675272,139.796474,江東区登録文化財
1653,馬頭観世音供養塔,東京都江東区深川2-17-26　　,(03)3641-0550,35.676436,139.797302,江東区登録文化財
1654,法華経千部念仏百万遍供養塔,東京都江東区深川2-19-13　,,35.677014,139.797507,江東区登録文化財
1655,六字名号供養塔　天保12年在銘,東京都江東区深川2-22-5,,35.677186,139.798643,江東区登録文化財
1656,地蔵菩薩像　宝永３年在銘,東京都江東区深川2-22-11,(03)3641-6832,35.676873,139.799094,江東区登録文化財
1657,水盤　福地弥兵衛奉納,東京都江東区冬木22-31,(03)3641-9051,35.675396,139.800119,江東区登録文化財
1658,水盤　亀久稲荷神社旧蔵,東京都江東区冬木22-31,(03)3641-9051,35.675396,139.800119,江東区登録文化財
1659,大黒天像,東京都江東区門前仲町1-8-4　　　,,35.673286,139.794579,江東区登録文化財
1660,外置香炉　安政５年在銘,東京都江東区富岡1-15-1,,35.672013,139.798061,江東区登録文化財
1661,豊来講碑　大正10年在銘,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1662,内陣十六講碑　明治18年在銘,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1663,百度敷石奉納碑　明治30年在銘,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1664,力石　加藤吉太郎・川手金次郎在銘,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1665,百度石　大正14年在銘,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1666,力石　中村弥兵衛在銘,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1667,庚申塔,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1668,水盤　仲町丸平内二階中奉納,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1669,水盤　久住仕入網中奉納,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1670,富士講同行碑　明治元年在銘,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1671,富士塚奉納海上安全祈願碑　仙台廻船中奉納,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1672,力石　２個,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1673,水盤　深川八幡社中奉納,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1674,百度石　大正12年在銘,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1675,山玉講同行碑　附拓本２枚昭和29年６月17日採拓,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1676,深川山山講登山再建立手伝碑,東京都江東区富岡1-20-3　,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1677,天水桶　明治30年在銘　一対,東京都江東区牡丹1-6-5　　　,,35.670388,139.793953,江東区登録文化財
1678,百度石　大正15年在銘,東京都江東区牡丹1-6-5　　,,35.670388,139.793953,江東区登録文化財
1679,力石　8個,東京都江東区牡丹3-12-2　　,,35.669482,139.797678,江東区登録文化財
1680,小名木川地蔵尊,東京都江東区扇橋2-8-1　　　　　　　　　　　　　　           ,,35.683416,139.813982,江東区登録文化財
1681,無縁塚供養塔,東京都江東区猿江1-11-15　　　　　　　　　　　　　　　　　　,(03)3631-4996,35.686449,139.813519,江東区登録文化財
1682,水盤　野村屋五郎兵衛奉納,東京都江東区猿江2-2-1　猿江神社内　　　　　        　　,,35.685871,139.814147,江東区登録文化財
1683,五百羅漢道標　文化２年再建銘,東京都江東区猿江2-16　小名木川橋橋台地,,35.685144,139.816212,東京都指定文化財
1684,五百らかん道標,東京都江東区猿江2-16,,35.686327,139.820253,江東区登録文化財
1685,如意輪観音供養塔　元禄14年在銘,東京都江東区猿江2-16,,35.686327,139.820253,江東区登録文化財
1686,水盤　両長家中奉納,東京都江東区猿江2-16,,35.686327,139.820253,江東区登録文化財
1687,水盤　明治29年在銘,東京都江東区木場2-18-12,,35.669951,139.804783,江東区登録文化財
1688,力石　４個,東京都江東区木場6-13-13,(03)3644-1092,35.668445,139.807736,江東区登録文化財
1689,恵比寿像　文政６年在銘、大黒天像,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区登録文化財
1690,亀高村弘法大師道標　天保10年在銘,東京都江東区東陽4-11-28,(03)3647-9819、(03)3636-9091,35.672793,139.817322,江東区登録文化財
1691,富士講行衣,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区登録文化財
1692,海苔生産用具及び関連資料　３５点,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区登録文化財
1693,力石（臥竜石）　蜀山人書,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1694,力石　山谷田中巳之助在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1695,力石　三井親孝書,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1696,力石　熊治郎・金七在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1697,水盤　池田祐春奉納,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1698,水盤　慶応３年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1699,水盤　明治43年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1700,力石,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1701,力石　天神下内田金蔵・八町堀亀島平蔵奉納,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1702,地蔵菩薩像　寛政11年在銘,東京都江東区亀戸3-10-2,,35.703158,139.819634,江東区登録文化財
1703,三界万霊塔　明和７年在銘,東京都江東区亀戸3-10-2,,35.703158,139.819634,江東区登録文化財
1704,庚申塔　万治２年在銘,東京都江東区亀戸3-34-2,(03)3681-2620,35.705622,139.819415,江東区指定文化財
1705,融通念仏供養像台石　正徳５年在銘,東京都江東区亀戸3-34-2,(03)3681-2620,35.705622,139.819415,江東区登録文化財
1706,水盤　延享２年在銘,東京都江東区亀戸3-34-2,(03)3681-2620,35.705622,139.819415,江東区登録文化財
1707,法華経五千部供養塔　享保18年在銘,東京都江東区亀戸3-34-2,(03)3681-2620,35.705622,139.819415,江東区登録文化財
1708,納経塚　文化３年在銘,東京都江東区亀戸3-34-2,(03)3681-2620,35.705622,139.819415,江東区登録文化財
1709,力石,東京都江東区亀戸3-38-35,(03)3681-3042,35.706504,139.820913,江東区登録文化財
1710,鉄造天水桶　大正11年在銘　一対,東京都江東区亀戸3-38-35,(03)3681-3042,35.706504,139.820913,江東区登録文化財
1711,水盤　明治42年在銘,東京都江東区亀戸3-38-35,(03)3681-3042,35.706504,139.820913,江東区登録文化財
1712,木下川やくしみち道標　宝暦11年在銘,東京都江東区亀戸3-39　境橋橋台地,(03)3647-9819,35.706012,139.823635,江東区指定文化財
1713,庚申塔　延宝４年在銘,東京都江東区亀戸3-42-1,,35.704178,139.822582,江東区登録文化財
1714,水盤　文化10年在銘,東京都江東区亀戸3-42-1,,35.704178,139.822582,江東区登録文化財
1715,庚申塔　寛文８年在銘,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
1716,地蔵供養塔　寛文３年在銘,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
1717,地蔵逆修供養塔　寛文３年在銘,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
1718,弘法大師供養塔　木食観正書,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
1719,普門院札所碑　日本橋藤木店喜八奉納,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
1720,水盤　元文４年在銘,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
1721,厄除弘法大師標柱　明和７年在銘,東京都江東区亀戸3-56-14　　　　　　　　　　　　   　,(03)3644-3043,35.704851,139.825385,江東区登録文化財
1722,宝船（道祖神祭具）,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1723,力石　2個,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1724,香取神社奉納鏃　2個,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1725,香取神社奉納刀　7振,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1726,水盤　天保2年在銘,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1727,水神社石祠　宝暦12年在銘,東京都江東区亀戸4-11-19,,35.701104,139.831522,江東区登録文化財
1728,地蔵供養塔　念仏講在銘,東京都江東区亀戸4-17-11,,35.701266,139.826802,江東区登録文化財
1729,不動明王標柱,東京都江東区亀戸4-24-1　,(03)3681-8213,35.703227,139.826243,江東区登録文化財
1730,覚王寺札所碑,東京都江東区亀戸4-24-1　,(03)3681-8213,35.703227,139.826243,江東区登録文化財
1731,庚申塔,東京都江東区亀戸4-24-1　,(03)3681-8213,35.703227,139.826243,江東区登録文化財
1732,観音逆修供養塔,東京都江東区亀戸4-24-1　,(03)3681-8213,35.703227,139.826243,江東区登録文化財
1733,観音供養塔　寛文９年在銘,東京都江東区亀戸4-24-1　,(03)3681-8213,35.703227,139.826243,江東区登録文化財
1734,観音供養塔　元禄11年在銘,東京都江東区亀戸4-35-12,(03)3681-9757,35.702061,139.827409,江東区登録文化財
1735,観音供養塔　延宝６年在銘,東京都江東区亀戸4-35-12,(03)3681-9757,35.702061,139.827409,江東区登録文化財
1736,阿弥陀供養塔　延宝９年在銘,東京都江東区亀戸4-35-12,(03)3681-9757,35.702061,139.827409,江東区登録文化財
1737,六阿弥陀道道標　延宝７年在銘,東京都江東区亀戸4-48-3,(03)3681-7023,35.702669,139.830506,江東区指定文化財
1738,六阿弥陀六番目標柱　元文２年在銘,東京都江東区亀戸4-48-3,(03)3681-7023,35.702669,139.830506,江東区登録文化財
1739,庚申塔　天和３年在銘,東京都江東区亀戸4-48-3,(03)3681-7023,35.702669,139.830506,江東区登録文化財
1740,石地蔵尊像　延享３年在銘,東京都江東区亀戸4-48-3,(03)3681-7023,35.702669,139.830506,江東区登録文化財
1741,水盤　延宝８年在銘,東京都江東区亀戸4-48-3,(03)3681-7023,35.702669,139.830506,江東区登録文化財
1742,元天神石祠,東京都江東区亀戸5,,,,江東区登録文化財
1743,観音供養塔　宝永６年在銘,東京都江東区亀戸6-35-23,,35.694477,139.830385,江東区登録文化財
1744,水盤　八幡楼奉納,東京都江東区亀戸6-35-23,,35.694477,139.830385,江東区登録文化財
1745,亀戸の富士塚,東京都江東区亀戸9-15-1　区立亀戸浅間公園内,(03)3647-9819,35.695884,139.844199,江東区指定文化財
1746,庚申塔　元禄11年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1747,法華経供養塔　元禄14年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1748,観音供養塔　安永８年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1749,身禄歌碑,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1750,水盤　寛政７年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1751,如意輪観音供養塔,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1752,地蔵供養塔,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1753,地蔵供養塔　当社庵主一量在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1754,地蔵供養塔　天明２年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1755,供養塔（破損仏）　伝馬頭観音,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1756,富士せんげん・亀戸天神・六阿みだ・あさくさ道道標　享和元年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区指定文化財
1757,天水桶　明治33年在銘,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1758,富士講お伝え,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1759,稲荷社石祠　寛政２年在銘,東京都江東区亀戸9,,,,江東区登録文化財
